） 结果 可见 ， 与
的 Akt 还是 组成型 活化
均 有 明显 的 降低
降低 ， 表明 Akt 负
作用 ， 或 转染 Flag
活性 ， 观察 RAD51 的
上升 不 明显 ， 但
表达 增加 明显 。 Blank
上述 结果 表明 ， 转染
AKTDN 抑制 或 干扰 PI3K/Akt
特异 地 验证 AKT 在
， 然后 观察 RAD51 的
检测 结果 显示 ， 针对
进一步 检测 表明 ， 转染
蛋白 水平 明显 升高 （
中 表达 较 高 ，
肝中 表达 较 低 ，
而且 有 明显 的 组织
中 表达 较 高 ，
中 表达 较 低 ，
了 定位 研究 ， 其
Blank Fig.5F 显示 细胞核 （
荧光 着色 很 强烈 ，
c 分布 明显 。 Blank
c 表达 较 高 ，
荧光 着色 较 强 ，
c 表达 较 高 （
切面 由 几 个 肾 小体
周围 的 许多 肾 小管
PP-1 c 主要 分布 在
肾 小管 之间 的 结缔
内 含有 多 种 类型 的
分布 有 许多 微血管 （
PP-1 c 主要 表达 在
中 表达 较 高 ，
荧光 染色 较 弱 ，
的 表达 相对 较 低
表达 相对 较 低 。
Blank Fig.6G 显示 ， PP-1
中 分布 明显 。 Blank
， 肝板 之间 有 肝血窦
Blank Fig.6H 显示 ， 肝细胞
c 表达 明显 （ 红色
气管 及 大量 的 肺泡 组成
c 表达 较 高 。
的 乳腺 多 为 脂肪 组织
脂肪 细胞 之间 为 结缔
内部 分散 一些 胸腺 小
PP-1 c 主要 表达 在
Blank Blank 根据 报道 并
Blank 根据 报道 并 比对
后 取 部分 样品 进行
分析 ， 表明 可 扩增
， 表明 可 扩增 出
Blank Blank 将 目的 产物
， 初步 可 知 质粒
测序 分析 表明 插入 的
片段 与 报道 的 p300
一致 ， 说明 构建 得到
Blank Blank 将 构建 正确
氨基酸 数目 推断 ， 由
蛋白质 分子量 约 72kD ，
GST 标签 约 26kD ，
的 分子量 约 为 98kD 。
大小 与 预期 相符 ，
Blank Blank 将 诱导 后
分析 ， 观察 到 上
分析 ， 可 见 纯化 出
纯化 出 约 98kD 的
目的 蛋白 是否 为 p300
印迹 结果 表明 ， 在
标准 下方 可 见 一 条
一 条 明显 的 曝光带
） ， 证实 了此 蛋白
同样 具有 明显 信号 （
） ， 据此 可 知 表达 纯化
本文 选取 可 被 p300
， 本文 将 未 标记
蛋白 ， 或 乙酰 辅酶A
同样 不 能 发生 乙酰化
Blank Blank 当 在 体系
时 ， 可 检测 到组
修饰 ， 证明 原核 纯化
Blank Blank 将 相应 样品
染色 ， 可 知 每个
反应 条件 可 进一步 优化
系 ， 比较 二 者
HEPES 差异 不 大 ， 而
体系 ， 表明 此 温度
100 μmol/L 或 10 μmol/L
反应 影响 不 大 （ Fig.4B
加入 0.5μg 或 1μg 的
亦 不 明显 ， 证实
明显 ， 证实 纯化 的
蛋白 具有 较 高 的
时 即 可 观察 到
即 可 观察 到 乙酰化
乙酰化 水平 基本 相同 ，
相同 ， 说明 反应 效率
反应 效率 较 高 ，
， 在 较 短 时间
内 即 可 完成 （
Blank Blank 据此 ， 在
， 即 可 完成 体外
系统 ， 将 构建 的
Fig.1 ） 显示 ， BTI-t1
， 分子量 明显 减小 ，
型突 变体 之间 的 分子量
分子量 相差 不 大 ， 与
， 与 预期 结果 吻合
Blank 结果 显示 ， 截短
均 有 较 强 的
作用 ， 可 形成 稳定
Blank Blank 根据 图 中
交点 ， 可以 看出 ， 这
Blank Blank 几 种 抑制剂 对
常数 无 明显 差别 。
横坐标 上 得出 它们 的
Blank Blank 说明 截短 后
抑制剂 仍 可 与酶 结合
Blank Blank 将 样品 rBTI
样品 均 表现 出 良好 的
最适 pH 略 有 差异
7.0 . 当 环境 pH
Blank 结果 表明 ， 野生
均 具有 较 高 的
Blank Blank 将 样品 rBTI
Blank 结果 显示 ， 高温
野生 型 几乎 无 差别
仍 具有 很 高 的
仍 具有 很 好 的 耐热性
实验室 先前 研究 表明 ，
先前 研究 表明 ， rBTI
， rBTI 能够 在 体外
Blank 为了 研究 rBTI 在
截短 后 是否 仍然 具有
Blank 结果 显示 （ Fig.4
仍 具有 一定 的 抑制 肿瘤
